,elapsed,elapsed_ad,elapsed_k8s,elapsed_hyscal
0,419.9185406154751,336.99715580226837,359.70276713921237,380.22016044810357
1,331.3688140024557,254.21464445234375,275.28392588945906,291.6284628318607
2,337.6241520819389,273.76643534888353,318.39033196312414,314.75909426587407
3,265.00776789048666,215.47349414082345,250.0535242732786,247.79945358620725
4,242.12998693839458,198.4576145197745,233.0222434910788,233.91846286761728
