,elapsed,elapsed_ad,elapsed_k8s,elapsed_hyscal
0,394.16869135802466,414.7409382716048,411.0300740740741,470.83559979423865
1,472.03401761330514,418.79749731504495,409.6997219920832,561.8433189112891
2,497.9895120230147,353.32684144818984,433.717740867394,352.54293871790696
3,567.2034735184545,364.3686753466222,298.75511157199367,291.8761639205746
4,477.68259653517015,379.65120526913887,372.2395630696445,317.7003010273893
5,474.6695653389238,323.63925646401117,411.55849802003263,323.8541784300023
6,303.94049016286056,318.0358437803528,352.18425425221926,532.8482067267512
7,507.3408355698694,312.74434335301487,411.68945607443186,304.7989300411523
8,423.9487180229752,364.3716864562217,317.23884930977886,435.2706728448692
9,509.4943212483867,383.0279561187375,368.89733192537835,490.6987574797607
10,420.1218458574181,328.5355555555556,318.5616403339756,317.5628053949904
11,428.79330137981117,311.2910607601065,353.99920213023483,345.2665572500605
12,469.83782552083335,319.22950347222223,364.23872829861125,339.2689852430556
13,373.99555814003577,339.40213908810927,346.28913355301415,341.24952553251063
14,362.5992929052715,416.68181371383275,343.6121231338354,388.20686484344037
15,3.2574278215223096,2.983694538182727,3.0706261717285335,3.035180602424697
16,629.2137425011537,342.460851151105,479.88518381787424,492.9443531764344
17,384.9815992160297,381.6662855236546,362.8520898229812,451.18073601467864
18,317.97584151315493,364.6762018735153,344.3637631661512,464.52285688673754
19,379.1221560632869,300.3117665461445,490.1722511988102,378.8962761238044
20,399.7447422011277,399.45539085635465,527.9812242911038,303.30204859843417
21,540.2859284284283,337.5595983483484,2.9284534534534536,317.4046509009009
22,524.012040129572,362.21883951316164,641.6344372110576,336.8422945560902
23,2.7869625835823015,3.140784369516764,3.1739994764536945,3.123974012424717
24,4.249454134366925,3.151075581395349,2.901204780361757,3.2913081395348835
25,3.691115582383188,3.005276101050749,3.0269945599523065,3.338499143006185
26,2.938393558776168,3.0622943639291464,4.005959420289855,3.013307568438003
27,2.9015406881126236,3.0089809880928886,3.081189395434511,3.0416893625419377
28,2.805452568285038,3.4170178468624064,3.059100620482313,3.869795944476428
29,601.834736927706,384.02680979100586,476.3591477596162,476.32856360629967
30,729.9568664839313,360.6019465300123,403.61994676836287,451.8786414015016
31,386.2607333098674,399.92646016660797,527.8403918807932,395.94935116742926
32,474.01883249504647,378.74328669410147,3.1212182548004934,501.57411126352685
33,3.870731473492474,3.1138874508676064,4.018609912760042,3.270221455277538
34,3.1771510857669485,3.8667242670353086,2.910012096077415,3.1081619722366223
35,3.1581654270903763,3.122217714672076,3.1868199233716474,3.670926301555105
36,564.0742274584474,408.8768630251101,583.5527232337657,600.6141409813955
37,3.0626023144228056,3.6254323078370496,3.479469376234829,3.5123755762536457
38,3.4138704177323103,3.4227848820687696,3.002929809605001,3.5090053992611536
39,600.1382005205884,361.2969912503528,614.4178605701383,640.0922369617713
40,514.6382986478542,378.7530546737214,479.0231111111111,317.826759553204
41,345.78357708135485,360.5902979142485,328.97302099820615,416.0278329991911
42,401.6870491870418,347.31117663922674,484.83935782446656,361.27698898308563
43,417.95519774964833,351.21410070323486,354.3627746835444,311.9774616033755
44,3.0043572984749454,3.1064993464052284,3.4614222222222213,3.1922544662309367
45,610.5281994459833,361.5563366505933,569.184848671386,482.52511200027357
46,438.524761904762,369.5029607491532,322.91393770339374,310.5884200039849
47,378.45988412780366,333.67758389261746,333.0528457523088,357.5813170423909
48,465.156609365738,361.7291036027136,343.79357834420074,486.06374366067314
49,3.819416596597892,4.369512351209522,3.64871607642692,4.590216416954796
50,514.7191223467685,351.09264011447647,572.3979627421362,511.23891459310494
51,338.8716286363993,370.56128701743376,590.1670310253796,477.8009116809117
52,318.1033027831902,347.56908036852616,402.71642154386467,451.6457944239975
53,349.5812771689852,412.69560166835055,557.0931364472423,504.8690158286055
54,477.4048043347382,363.2388520971303,533.5566138203225,632.7512448993243
55,353.4220934942433,425.50743570536827,633.1869862671659,469.685443196005
56,396.67370370370367,342.84865796519415,698.4133746095495,336.39740406068717
57,324.77502319274964,393.7015713979876,504.5054249625348,439.61926782273605
58,346.47786781496706,375.151938409343,373.3440373197625,341.55272917074444
59,3.1103899371069184,3.222651572327044,3.4282800838574423,3.1963102725366874
60,3.574632478632479,4.12396248059923,3.722589627567003,4.656959492098545
61,3.5814006259780906,4.533172926447574,3.136870109546166,3.2165375586854466
62,3.305089846421688,3.1252626997450723,3.9542921096810297,3.2580488714792017
63,2.9911143911439115,3.4287462074620745,2.9766199261992616,3.219283312833128
64,474.26903426791284,389.2513221763385,424.17998695935677,505.13877756043365
65,401.85098917605484,353.2430368897725,411.50919991164125,332.67674398056107
66,4.936631497683994,3.8605003790750567,4.870036572622778,34.170966739198015
67,3.5950653120464438,3.3378100306402194,3.0241186905337853,3.0116852120625706
68,6.09383156152524,3.614145433540851,4.281305337718189,10.8133911557921
69,4.151111111111111,4.597037037037037,4.232592592592591,4.185185185185185
70,3.2544729344729344,4.183931623931624,3.1886039886039885,3.22962962962963
71,3.4358675882138967,3.8286547575647103,3.1598746081504703,3.336001746597773
72,4.255555555555556,4.56,4.382222222222223,4.2955555555555565
73,3.843174603174603,4.1244444444444435,3.8704761904761904,3.789206349206349
74,3.47,3.5051851851851854,3.554814814814814,3.438888888888889
75,3.166980079681275,3.125053563523683,3.213464364763169,3.112364763169544
76,2.854953984287317,2.8648372615039284,3.038291806958473,2.9393804713804714
77,3.881122142999933,3.7052100840336135,3.545872463387404,3.2245963586396433
78,3.3338436862058916,3.2870004391743524,3.7977871597030135,3.549460169244237
79,3.3274354794892687,5.594096712849768,3.2230046183102417,3.147967943493616
80,3.8690859549170176,3.790017211703959,3.7507285089849436,7.642817696508559
81,3.2173864430468204,3.5011200958370767,5.334072077468304,3.484073075771189
82,3.1558450404427414,3.4420604512558537,3.2160323541932736,3.2010727969348665
83,17.391184895072193,4.75329877474081,4.5536478525753985,4.16082831600073
84,3.295948543545764,3.3788370720188903,3.412361213915618,3.062504628601052
85,7.036896922142824,6.527627094234553,5.357356515236494,7.974969359856697
86,3.1511379538926123,3.2287340181804747,3.882148405711327,3.1567655544869417
87,4.264444444444443,4.177777777777779,4.3133333333333335,4.1644444444444435
88,3.468148148148148,3.4424691358024693,3.4792592592592597,3.3674074074074074
89,455.3878133764833,348.0880679611651,470.2094088457389,525.8601682847897
90,505.7374887784738,397.2979899666354,393.1221401310578,406.0714317947241
91,323.3638219150234,323.35398884145377,492.59812699058085,566.1849210544149
92,401.286575110713,336.30595312733243,435.4748111658457,485.9504950987709
93,393.96400875920716,318.15709012314085,536.6757489406478,457.278463157296
94,3.127165845648604,2.986817733990148,3.3250136836343733,3.024225506294472
95,3.1699896333993025,3.3610705871265667,4.2955762887569495,3.5865460371312787
96,3.4248550724637683,2.9281382385730215,2.9507896692679303,2.774654403567447
97,531.1672596247994,390.10829436415617,563.5817350095954,656.9937946970587
98,339.7822541415302,445.54294487535515,354.90929426410037,416.9524083117878
99,3.1159519971341574,3.5096232610902143,3.5008227356857127,2.9980082392978686
