,0
0,414.74093827160493
1,418.79749731504495
2,353.3268414481898
3,364.3686753466221
4,379.65120526913887
5,323.63925646401117
6,318.0358437803528
7,312.74434335301487
8,364.37168645622165
9,383.0279561187375
10,328.53555555555556
11,311.2910607601065
12,319.22950347222223
13,339.40213908810927
14,416.68181371383275
15,2.983694538182727
16,342.460851151105
17,381.6662855236546
18,364.6762018735153
19,300.31176654614455
20,399.4553908563547
21,337.55959834834835
22,362.21883951316164
23,3.140784369516764
24,3.151075581395349
25,3.005276101050749
26,3.0622943639291464
27,3.0089809880928886
28,3.4170178468624064
29,384.0268097910059
30,360.6019465300123
31,399.926460166608
32,378.7432866941015
33,3.113887450867606
34,3.866724267035309
35,3.1222177146720758
36,408.8768630251101
37,3.6254323078370496
38,3.4227848820687696
39,361.2969912503528
40,378.75305467372135
41,360.59029791424854
42,347.31117663922674
43,351.21410070323486
44,3.106499346405229
45,361.5563366505933
46,369.5029607491532
47,333.67758389261746
48,361.72910360271356
49,4.369512351209522
50,351.0926401144765
51,370.5612870174338
52,347.56908036852616
53,412.69560166835055
54,363.23885209713023
55,425.50743570536827
56,342.8486579651941
57,393.7015713979876
58,375.151938409343
59,3.222651572327044
60,4.12396248059923
61,4.533172926447574
62,3.1252626997450723
63,3.4287462074620745
64,389.2513221763385
65,353.2430368897725
66,3.8605003790750567
67,3.3378100306402194
68,3.614145433540851
69,4.597037037037037
70,4.183931623931624
71,3.8286547575647103
72,4.56
73,4.124444444444444
74,3.5051851851851854
75,3.125053563523683
76,2.8648372615039284
77,3.7052100840336135
78,3.2870004391743524
79,5.594096712849769
80,3.7900172117039586
81,3.501120095837077
82,3.4420604512558537
83,4.75329877474081
84,3.3788370720188903
85,6.527627094234554
86,3.2287340181804747
87,4.177777777777778
88,3.4424691358024693
89,348.08806796116505
90,397.29798996663544
91,323.35398884145377
92,336.30595312733243
93,318.1570901231408
94,2.9868177339901476
95,3.3610705871265667
96,2.928138238573021
97,390.10829436415617
98,445.5429448753551
99,3.5096232610902143
