,0
0,470.8355997942387
1,561.8433189112891
2,352.54293871790696
3,291.8761639205746
4,317.70030102738934
5,323.8541784300023
6,532.8482067267512
7,304.7989300411523
8,435.2706728448692
9,490.6987574797607
10,317.5628053949904
11,345.26655725006054
12,339.26898524305557
13,341.24952553251063
14,388.20686484344037
15,3.035180602424697
16,492.9443531764344
17,451.1807360146786
18,464.5228568867375
19,378.8962761238044
20,303.30204859843417
21,317.4046509009009
22,336.8422945560902
23,3.123974012424717
24,3.2913081395348835
25,3.338499143006185
26,3.013307568438003
27,3.041689362541938
28,3.869795944476428
29,476.32856360629967
30,451.8786414015016
31,395.9493511674293
32,501.5741112635269
33,3.270221455277538
34,3.1081619722366223
35,3.670926301555105
36,600.6141409813955
37,3.5123755762536457
38,3.5090053992611536
39,640.0922369617713
40,317.826759553204
41,416.02783299919105
42,361.2769889830856
43,311.9774616033755
44,3.1922544662309367
45,514.69174241647
46,264.3300936441522
47,395.4047714105432
48,318.60009616017913
49,10.331902718168813
50,511.23891459310494
51,477.80091168091167
52,451.6457944239975
53,504.8690158286055
54,632.7512448993243
55,469.685443196005
56,336.39740406068717
57,439.61926782273605
58,341.55272917074444
59,3.1963102725366874
60,4.656959492098544
61,3.216537558685446
62,3.2580488714792017
63,3.219283312833128
64,505.1387775604337
65,332.67674398056107
66,34.17096673919801
67,3.0116852120625706
68,10.813391155792102
69,4.185185185185185
70,3.22962962962963
71,3.336001746597773
72,4.295555555555556
73,3.7892063492063492
74,3.438888888888889
75,3.112364763169544
76,2.9393804713804714
77,3.224596358639643
78,3.549460169244237
79,3.147967943493616
80,7.64281769650856
81,3.484073075771189
82,3.201072796934866
83,4.16082831600073
84,3.0625046286010518
85,7.974969359856698
86,3.156765554486942
87,4.164444444444444
88,3.3674074074074074
89,525.8601682847897
90,406.0714317947241
91,566.1849210544149
92,485.95049509877094
93,457.278463157296
94,3.0242255062944716
95,3.5865460371312787
96,2.774654403567447
97,656.9937946970587
98,416.9524083117878
99,2.9980082392978686
