,0
0,1.4069012345679013
1,0.8274411611279879
2,0.8712185854638224
3,0.8620132887813496
4,0.8601887798882163
5,0.8095383181924063
6,0.7734797045469947
7,0.808283234925747
8,0.7885819094507192
9,0.8290484571160389
10,0.8249017341040462
11,0.7549997579278626
12,0.7545494791666667
13,0.745193512954707
14,0.847115338882283
15,0.7023497062867141
16,0.7468430497872123
17,0.7716936677717312
18,0.7740997714132043
19,0.7895807369797677
20,0.8259867753843657
21,0.8069794794794795
22,0.7977507312010567
23,0.7280295916915636
24,0.7242700258397933
25,0.7209270437439451
26,0.7309371980676328
27,0.7440089467798171
28,0.7624051685537006
29,0.7694017511046055
30,1.095351368529774
31,0.800489264343541
32,0.7893918609967993
33,0.7389972198255201
34,0.7455100512643281
35,0.7689925625422582
36,0.8275901463762941
37,0.896024085050334
38,0.7851974992895709
39,0.7812864176623703
40,0.7665667254556143
41,0.7746445781013682
42,0.7658139820616784
43,0.8106272855133615
44,0.7473185185185185
45,0.7522848055812045
46,0.7656970179982733
47,0.7509596741811507
48,0.788661002436936
49,1.495008319467554
50,0.7423536582134245
51,0.7649671972607752
52,0.7883216665463905
53,0.7864335120851791
54,0.789766539567864
55,0.7951061173533084
56,0.7945336903168229
57,0.8279012345679012
58,0.8182501467997652
59,0.7506817610062894
60,1.4298535663675012
61,0.9610485133020344
62,0.7675931107380464
63,0.8241410414104141
64,0.7543191093723587
65,0.7430006626905236
66,1.1476325039630575
67,0.7564005805515239
68,1.0795841088505231
69,1.3303703703703704
70,1.3162393162393162
71,1.0558512577469923
72,1.4377777777777778
73,1.0984126984126985
74,0.9037037037037037
75,0.7443930942895086
76,0.6858518518518518
77,1.202016806722689
78,0.8710291318986971
79,1.3471312143439282
80,1.1677184930196978
81,0.7913706698612359
82,0.8062494678586632
83,1.5500942507068802
84,0.8877656434474617
85,1.919735010321156
86,0.7990540240928239
87,1.3
88,0.8945679012345679
89,0.7643678532901834
90,0.7649465927366121
91,1.1327803754150572
92,0.7803602527740459
93,0.7660882177288627
94,0.697088122605364
95,0.783405899538215
96,0.7029375696767001
97,0.7710084988054674
98,0.7863193845957419
99,0.855914979998806
