,0
0,0.9999989711934156
1,0.9999926355518733
2,0.999993486402866
3,0.99988477935246
4,0.9999944340082099
5,0.9998015373864431
6,0.9995852815612929
7,0.9999937376990518
8,0.9999980693117096
9,0.999883843717001
10,0.9999922928709056
11,0.9999951585572501
12,0.9999930555555555
13,0.9999569253300596
14,1.0
15,1.0
16,0.999997949033482
17,1.0
18,0.9999946214871588
19,0.9997743416160217
20,0.999998377347775
21,0.9999962462462463
22,0.9999823882756235
23,1.0
24,1.0
25,1.0
26,1.0
27,1.0
28,1.0
29,0.9998102518229378
30,1.0
31,0.9999964801126364
32,0.999993903368389
33,1.0
34,1.0
35,1.0
36,0.9999476377484232
37,1.0
38,1.0
39,0.9999510772415091
40,0.9999753086419753
41,0.9999985930850128
42,0.9999934471884343
43,0.9999932489451476
44,1.0
45,0.9999972641154543
46,0.9999827322839875
47,0.9999988527505306
48,0.999998682737272
49,1.0
50,0.999994700161645
51,0.9998693117959173
52,0.9999961511630704
53,0.9998207300329007
54,0.9999973242357348
55,0.9999977805520877
56,0.9999966532797858
57,0.9999957182616143
58,0.9999921706791935
59,1.0
60,1.0
61,1.0
62,1.0
63,1.0
64,0.9999971020792582
65,0.9999991164126353
66,1.0
67,1.0
68,1.0
69,1.0
70,1.0
71,1.0
72,1.0
73,1.0
74,1.0
75,1.0
76,1.0
77,1.0
78,1.0
79,1.0
80,1.0
81,1.0
82,1.0
83,1.0
84,1.0
85,1.0
86,1.0
87,1.0
88,1.0
89,0.9999967637540453
90,0.999924149684357
91,0.999996385895959
92,0.9999960193063642
93,0.9998942069789267
94,1.0
95,1.0
96,1.0
97,0.9999953001997415
98,0.9999974464553608
99,1.0
