,0
0,0.9985246913580247
1,0.9980692871827918
2,0.9997014601313575
3,0.9999784921457925
4,0.9999833020246295
5,0.999867691590962
6,0.9986429039325969
7,0.9999973161567365
8,0.9995877980500049
9,0.9993159685556728
10,0.9996917148362235
11,0.9997298474945534
12,0.9999887152777778
13,0.9999784626650299
14,0.9999767472585547
15,1.0
16,0.9966005229964621
17,0.9988999395342049
18,0.999509658912644
19,0.9976654614457522
20,0.9999821508255243
21,0.9999987487487487
22,0.9998238827562349
23,1.0
24,1.0
25,1.0
26,1.0
27,1.0
28,1.0
29,0.9986869426147299
30,0.9997680054026139
31,0.9997266220814267
32,0.9993354671543973
33,1.0
34,1.0
35,1.0
36,0.9985608314490857
37,1.0
38,1.0
39,0.9977194467965002
40,0.9999823633156967
41,0.9992951355914319
42,0.9984518982676004
43,0.9998289732770745
44,1.0
45,0.9951588522964331
46,0.9999083482765491
47,0.9999793495095508
48,0.9976658104458934
49,1.0
50,0.9998855234915335
51,0.9967390679317285
52,0.9968227851146232
53,0.999845599854926
54,0.9985604388253395
55,0.9987504508253572
56,0.9996809460062472
57,0.996156426175694
58,0.9999960853395968
59,1.0
60,1.0
61,1.0
62,1.0
63,1.0
64,0.997151343910744
65,0.9996713055003313
66,1.0
67,1.0
68,1.0
69,1.0
70,1.0
71,1.0
72,1.0
73,1.0
74,1.0
75,1.0
76,1.0
77,1.0
78,1.0
79,1.0
80,1.0
81,1.0
82,1.0
83,1.0
84,1.0
85,1.0
86,1.0
87,1.0
88,1.0
89,0.9993257820927723
90,0.9994556059624109
91,0.9992744686137652
92,0.9973428869980594
93,0.9984586070585558
94,1.0
95,1.0
96,1.0
97,0.9984537657149571
98,0.9999897858214434
99,1.0
