,requests
941,1.4723678
942,1.4723678
943,1.4723678
944,1.4723682
945,1.4723678
946,1.4723678
947,143.42058
948,1.4723678
949,2923.965
950,1.4723678
951,1104.6373
952,2614.0845
953,1873.024
954,3540.3276
955,3783.9285
956,316.4865
957,1985.4132
958,1097.4867
959,1.4723678
960,1.4723678
961,3715.9102
962,121.381546
963,3191.4214
964,1785.1635
965,229.5419
966,1.4723678
967,1.4723678
968,1.4723678
969,1.4723678
970,1.4723678
971,1.4723678
972,1.4723678
973,1.5388732
974,1.4723678
975,1.4723678
976,1.4723678
977,1.4723678
978,1.4723678
979,1.4723678
980,1.4723678
981,1.4723678
982,1975.8837
983,949.7167
984,1.4723687
985,243.72684
986,1.4723678
987,1902.7205
988,1.4723678
989,1.4723678
990,1.4723678
991,4329.7236
992,2376.7217
993,212.56105
994,139.7623
995,1.4723678
996,1.4723678
997,1205.6072
998,1.4723678
999,1.4723678
1000,1.4723678
1001,1.4723678
1002,1.4723678
1003,1.4723678
1004,1.4723678
1005,1.4723678
1006,1.4723678
1007,1.4723678
1008,1.4723678
1009,1.4723678
1010,1.4723678
1011,1.4723678
1012,1.4723678
1013,1.4723678
1014,1.4723678
1015,2629.0044
1016,546.2115
1017,3024.3232
1018,4089.4375
1019,3381.92
1020,3403.35
1021,4439.0073
1022,3555.78
1023,3707.6235
1024,4160.5884
1025,4335.428
1026,3992.5713
1027,4458.8496
1028,3751.5112
1029,3744.1138
1030,3148.3794
1031,2985.5332
1032,3103.5718
1033,3470.1758
1034,1.4723678
1035,1.4723678
1036,1.4723678
1037,1.4723678
1038,1.4723678
1039,93.065605
1040,1.4723678
1041,1.4723678
1042,1.4723678
1043,1.4723678
1044,1.4723692
1045,394.38943
1046,1.4723678
1047,1.4723678
1048,1.4723678
1049,1.4723678
1050,1.4723678
1051,190.61307
1052,1.4723678
1053,1.4723678
1054,1.4723678
1055,1.4723678
1056,1.4723678
1057,1.4723678
1058,1.4723678
1059,1.4723678
1060,2010.8439
1061,1.4723678
1062,1.4723678
1063,1.4723678
1064,1.4723678
1065,1.4723678
1066,1.4723678
1067,1.4723678
1068,1.4723678
1069,1.4723678
1070,1.4723678
1071,1.4723678
1072,1.4723678
1073,1.4723678
1074,1.4723678
1075,1.4723678
1076,1.4723678
1077,1.4723678
1078,1.473216
1079,230.12926
1080,1.507535
1081,4301.84
1082,3187.3623
1083,3689.2795
1084,3090.9836
1085,3900.7734
1086,3942.972
1087,4147.629
1088,3804.3801
1089,3836.9404
1090,3983.4912
1091,3349.5317
1092,3123.8423
1093,4214.359
1094,3382.6887
1095,3205.3796
1096,3511.4429
1097,3656.9927
1098,3932.313
1099,4092.761
1100,3272.6116
1101,3141.0107
1102,3121.2056
1103,3269.6958
1104,3782.9404
1105,3965.8013
1106,3228.4053
1107,3929.103
1108,3848.681
1109,4069.1484
1110,4243.5684
1111,4715.9985
1112,4188.5264
1113,3913.435
1114,3619.9224
1115,1889.25
1116,177.15514
1117,2951.7683
1118,1.4723678
1119,2320.3674
1120,108.64612
1121,1.4723678
1122,1.4723678
1123,1.4723678
1124,1.4723678
1125,1.4723678
1126,1.4723678
1127,1.4723678
1128,1.4723678
1129,1.4723678
1130,1.4723678
1131,1.4723678
1132,1.4723678
1133,1.4723678
1134,1.4723678
1135,1.4723678
1136,1.4723678
1137,1.4723678
1138,1.4723678
1139,1.4723678
1140,3450.0374
1141,4421.5586
1142,3268.083
1143,1305.1177
1144,1.4723678
1145,1.4723678
1146,1.4723678
1147,354.77792
1148,1.4723678
1149,1.4723678
1150,1.4723678
1151,1.4723678
1152,1.4723678
1153,1.4723678
1154,1.4723678
1155,1.4723678
1156,1.4723678
1157,1.4723678
1158,1.4726453
1159,1.4723678
1160,239.56927
1161,8.810425
1162,241.55785
1163,15.796682
1164,1.4723678
1165,1665.2894
1166,98.123825
1167,1.4723682
1168,1.4723678
1169,1.4725285
1170,1.4723678
1171,2647.7312
1172,1.4723678
1173,1.4723678
1174,1.4729366
1175,1.4723678
1176,1.4723678
1177,3388.3662
1178,2041.7003
1179,1.4723678
1180,1.4723678
1181,1.4723678
1182,1.4723678
1183,3236.8394
1184,3711.9668
1185,3909.976
1186,1.4723678
1187,1.4723678
1188,1.4723678
1189,1747.9845
1190,1.4723678
1191,1.4723678
1192,1.4723678
1193,1.4723678
1194,1.4723678
1195,262.109
1196,1.4723678
1197,1.4723678
1198,1.4723678
1199,1.4723678
1200,1.4723678
1201,1848.1405
1202,1.4723678
1203,1.4723678
1204,1.4723678
1205,1.4723678
1206,1.4723678
1207,1.4723678
1208,1.4723678
1209,1.4723678
1210,1.4723678
1211,236.40727
1212,1045.7667
1213,3501.0132
1214,195.94168
1215,202.53549
1216,280.91962
1217,2912.063
1218,2743.3584
1219,3612.0132
1220,3569.8997
1221,3382.0103
1222,3367.5747
1223,3611.4453
1224,4664.8145
1225,4707.0303
1226,4430.2305
1227,3909.2283
1228,3203.7776
1229,4098.133
1230,4374.586
1231,4781.2065
1232,4525.032
1233,4510.335
1234,4600.143
1235,5187.418
1236,5148.728
1237,5094.019
1238,5076.3604
1239,5008.6494
1240,5319.589
1241,4752.0786
1242,4407.3726
1243,4586.271
1244,4231.183
1245,4097.4126
1246,4289.7783
1247,4101.524
1248,3970.1025
1249,4432.3984
1250,4225.6284
1251,4181.1274
1252,4086.284
1253,4073.3916
1254,4017.596
1255,4662.7314
1256,4244.756
1257,4239.0986
1258,4043.3325
1259,3714.241
1260,3917.3489
1261,4847.171
1262,4427.0547
1263,4468.398
1264,4546.673
1265,4454.115
1266,4237.471
1267,4309.171
1268,3789.6582
1269,3311.7969
1270,3176.2498
1271,3598.9375
1272,3241.7563
1273,3671.4314
1274,913.96826
1275,310.9598
1276,726.157
1277,1.4723678
1278,4.377039
1279,1391.9113
1280,1.4723678
1281,1.4723678
1282,1.4723678
1283,1.4723678
1284,1.4723678
1285,1.4723678
1286,1.4723678
1287,1.4723678
1288,1.4723678
1289,1.4723678
1290,1.4723678
1291,1.4723678
1292,1.4723678
1293,1.4723678
1294,1.4723678
1295,39.234634
1296,1.4723678
1297,1.4723678
1298,1.4723678
1299,1.4723678
1300,1.4723678
1301,1.4723678
1302,1.4723678
1303,1.4723678
1304,1.4723678
1305,1.4723678
1306,1.4723678
1307,1.4723678
1308,1.4723678
1309,1730.1405
1310,1.4723678
1311,1.4723678
1312,1.4723678
1313,280.53525
1314,2442.933
1315,3357.6216
1316,356.59555
1317,1243.783
1318,2463.7803
1319,2966.187
1320,4256.6143
1321,4369.0723
1322,3383.3662
1323,3609.385
1324,3601.8115
1325,857.24255
1326,2827.651
1327,3977.5833
1328,3576.9702
1329,4273.525
1330,4979.3765
1331,4664.5425
1332,4138.8564
1333,4465.5386
1334,4176.6714
1335,3729.216
1336,3840.6382
1337,4287.7915
1338,3621.6777
1339,3729.898
1340,1917.793
1341,7.1927814
1342,1291.7058
1343,3650.497
1344,3464.2441
1345,4505.4766
1346,4375.965
1347,4098.3115
1348,4119.0137
1349,3614.5273
1350,3329.36
1351,4243.6025
1352,3167.8984
1353,3137.5068
